;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;;;;;
09h00;;;;;;
10h00;9 Banco_de_Dados CC 4 LEANDRO S-40 O-30 ;;24 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;;;
11h00;9 Banco_de_Dados CC 4 LEANDRO S-40 O-30 ;;24 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;;;
13h30;31 Sistemas_Distribuidos CC 6 FABRICIO S-40 O-20 ;30 Sistemas_Distribuidos CC 6 FABRICIO S-40 O-20 ;3 Estrutura_de_Dados_I CC 2 MARCELO S-40 O-40 ;33 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;;
14h30;31 Sistemas_Distribuidos CC 6 FABRICIO S-40 O-20 ;30 Sistemas_Distribuidos CC 6 FABRICIO S-40 O-20 ;3 Estrutura_de_Dados_I CC 2 MARCELO S-40 O-40 ;33 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;;
15h30;;35 Topicos_Especiais_Inteligencia_Artificial CC 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;32 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;34 Topicos_Especiais_Inteligencia_Artificial CC 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;;
16h30;;35 Topicos_Especiais_Inteligencia_Artificial CC 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;32 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;34 Topicos_Especiais_Inteligencia_Artificial CC 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;;
18h20;67 Gestao_Qualidade_de_Software SI 8 ANDRE S-40 O-20 ;75 Programacao_I SI 1 ROMULO S-40 O-30 ;64 Gerenciamento_Administracao_Redes SI 8 HELDER_DE_AMORIM_MENDES S-40 O-20 ;73 Programacao_I MA 1 ROMULO S-40 O-28 ;;
19h10;67 Gestao_Qualidade_de_Software SI 8 ANDRE S-40 O-20 ;75 Programacao_I SI 1 ROMULO S-40 O-30 ;64 Gerenciamento_Administracao_Redes SI 8 HELDER_DE_AMORIM_MENDES S-40 O-20 ;73 Programacao_I MA 1 ROMULO S-40 O-28 ;;
20h00;55 Gerenciamento_de_Banco_de_Dados SI 6 LEANDRO S-40 O-20 ;49 Estrutura_de_Dados_II SI 4 MARCELO S-40 O-30 ;61 Redes_de_Computadores SI 6 RODRIGO_FREITAS_SILVA S-40 O-20 ;50 Programacao_II SI 4 BRUNO_VILELA_OLIVEIRA S-40 O-30 ;46 Engenharia_de_Requisitos_de_Software SI 4 ANDRE S-40 O-40 ;
21h00;55 Gerenciamento_de_Banco_de_Dados SI 6 LEANDRO S-40 O-20 ;49 Estrutura_de_Dados_II SI 4 MARCELO S-40 O-30 ;61 Redes_de_Computadores SI 6 RODRIGO_FREITAS_SILVA S-40 O-20 ;50 Programacao_II SI 4 BRUNO_VILELA_OLIVEIRA S-40 O-30 ;46 Engenharia_de_Requisitos_de_Software SI 4 ANDRE S-40 O-40 ;
21h50;;;;;;
