;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;;8 Algoritmos_Numericos CC 4 Prof_Algoritmos_Numericos S-55 O-30 ;20 Teoria_Grafos CC 4 EDMAR_HELL_KAMPKE S-55 O-30 ;;
09h00;;;8 Algoritmos_Numericos CC 4 Prof_Algoritmos_Numericos S-55 O-30 ;20 Teoria_Grafos CC 4 EDMAR_HELL_KAMPKE S-55 O-30 ;;
10h00;;;;0 circuitos_Digitais CC 2 VALERIA_ALVES_DA_SILVA S-55 O-30 ;21 Analise_Proj_Algoritmos CC 6 RODRIGO_FREITAS_SILVA S-55 O-30 ;
11h00;;;;0 circuitos_Digitais CC 2 VALERIA_ALVES_DA_SILVA S-55 O-30 ;21 Analise_Proj_Algoritmos CC 6 RODRIGO_FREITAS_SILVA S-55 O-30 ;
13h30;18 Sistemas_Operacionais CC 4 FABRICIO S-55 O-20 ;;;22 Analise_Proj_Algoritmos CC 6 RODRIGO_FREITAS_SILVA S-55 O-30 ;;
14h30;18 Sistemas_Operacionais CC 4 FABRICIO S-55 O-20 ;;;22 Analise_Proj_Algoritmos CC 6 RODRIGO_FREITAS_SILVA S-55 O-30 ;;
15h30;;;;;;
16h30;;;;;;
18h20;;;;89 Empreendedorismo SI 8 Wendel S-55 O-40 ;44 Arquitetura_de_Computadores SI 4 VALERIA_ALVES_DA_SILVA S-55 O-50 ;
19h10;;;;89 Empreendedorismo SI 8 Wendel S-55 O-40 ;44 Arquitetura_de_Computadores SI 4 VALERIA_ALVES_DA_SILVA S-55 O-50 ;
20h00;;;;;;
21h00;;;;;;
21h50;;;;;;
