;SEG;TER;QUA;QUI;SEX;
07h00;;71 Informatica EF 1 ROMULO S-40 O-40 ;;;;
08h00;;71 Informatica EF 1 ROMULO S-40 O-40 ;;;;
09h00;;71 Informatica EF 1 ROMULO S-40 O-40 ;;;;
10h00;;16 Otimizacao_Linear CC 4 GERALDO_REGIS_MAURI S-40 O-30 ;;;;
11h00;;16 Otimizacao_Linear CC 4 GERALDO_REGIS_MAURI S-40 O-30 ;;;;
13h30;;;2 Estrutura_de_Dados_I CC 2 MARCELO S-40 O-40 ;;;
14h30;;;2 Estrutura_de_Dados_I CC 2 MARCELO S-40 O-40 ;;;
15h30;23 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;;24 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;;32 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;
16h30;23 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;;24 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;;32 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;
18h20;66 Gestao_Qualidade_de_Software SI 8 ANDRE S-40 O-20 ;74 Programacao_I SI 1 ROMULO S-40 O-30 ;75 Programacao_I SI 1 ROMULO S-40 O-30 ;72 Programacao_I MA 1 ROMULO S-40 O-28 ;;
19h10;66 Gestao_Qualidade_de_Software SI 8 ANDRE S-40 O-20 ;74 Programacao_I SI 1 ROMULO S-40 O-30 ;75 Programacao_I SI 1 ROMULO S-40 O-30 ;72 Programacao_I MA 1 ROMULO S-40 O-28 ;;
20h00;;49 Estrutura_de_Dados_II SI 4 MARCELO S-40 O-30 ;;56 Gerenciamento_de_Banco_de_Dados SI 6 LEANDRO S-40 O-20 ;;
21h00;;49 Estrutura_de_Dados_II SI 4 MARCELO S-40 O-30 ;;56 Gerenciamento_de_Banco_de_Dados SI 6 LEANDRO S-40 O-20 ;;
21h50;;;;;;
