;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;19 Teoria_Grafos CC 4 EDMAR_HELL_KAMPKE S-40 O-30 ;;20 Teoria_Grafos CC 4 EDMAR_HELL_KAMPKE S-40 O-30 ;;18 Sistemas_Operacionais CC 4 FABRICIO S-40 O-20 ;
09h00;19 Teoria_Grafos CC 4 EDMAR_HELL_KAMPKE S-40 O-30 ;;20 Teoria_Grafos CC 4 EDMAR_HELL_KAMPKE S-40 O-30 ;;18 Sistemas_Operacionais CC 4 FABRICIO S-40 O-20 ;
10h00;;;;;;
11h00;;;;;;
13h30;;;8 Algoritmos_Numericos CC 4 Prof_Algoritmos_Numericos S-40 O-30 ;;;
14h30;;;8 Algoritmos_Numericos CC 4 Prof_Algoritmos_Numericos S-40 O-30 ;;;
15h30;90 Empreendedorismo CC 8 Wendel S-40 O-30 ;;;;;
16h30;90 Empreendedorismo CC 8 Wendel S-40 O-30 ;;;;;
18h20;;;;;;
19h10;;;;;;
20h00;;;;;;
21h00;;;;;;
21h50;;;;;;
