;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;;;;;
09h00;;;;;;
10h00;;;DQF Fund_Fisica_III;;;
11h00;;;DQF Fund_Fisica_III;;;
13h30;;;;;;
14h30;;;;;;
15h30;;;;;DQF Fund_Fisica_III;
16h30;;;;;DQF Fund_Fisica_III;
18h20;;;;;;
19h10;;;;;;
20h00;;;;;;
21h00;;;;;;
21h50;;;;;;
