;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;;;;;
09h00;;;;;;
10h00;;;;;;
11h00;;;;;;
13h30;;;;CFM10426 ADM_e_Economia;;
14h30;;;;CFM10426 ADM_e_Economia;;
15h30;;;;CFM10426 ADM_e_Economia;;
16h30;;;;CFM10426 ADM_e_Economia;;
18h20;;;;CFM10426 ADM_e_Economia;;
19h10;;;;CFM10426 ADM_e_Economia;;
20h00;;;;CFM10426 ADM_e_Economia;;
21h00;;;;CFM10426 ADM_e_Economia;;
21h50;;;;;;
