;SEG;TER;QUA;QUI;SEX;
07h00;;;;;70 Informatica AG 1 ROMULO S-40 O-40 ;
08h00;;;;;70 Informatica AG 1 ROMULO S-40 O-40 ;
09h00;;;;;70 Informatica AG 1 ROMULO S-40 O-40 ;
10h00;;10 Banco_de_Dados CC 4 LEANDRO S-40 O-30 ;;;;
11h00;;10 Banco_de_Dados CC 4 LEANDRO S-40 O-30 ;;;;
13h30;;24 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;;;29 Projeto_de_Sistemas_de_Software CC 6 ANDRE S-40 O-30 ;
14h30;;24 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;;;29 Projeto_de_Sistemas_de_Software CC 6 ANDRE S-40 O-30 ;
15h30;78 Logica_e_Tecnica_de_Programacao GE 7 LEANDRO S-40 O-40 ;36 Topicos_Especiais_Otimizacao CC 8 DAYAN S-40 O-30 ;35 Topicos_Especiais_Inteligencia_Artificial CC 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;;77 Logica_e_Tecnica_de_Programacao EA 3 LEANDRO S-40 O-40 ;
16h30;78 Logica_e_Tecnica_de_Programacao GE 7 LEANDRO S-40 O-40 ;36 Topicos_Especiais_Otimizacao CC 8 DAYAN S-40 O-30 ;35 Topicos_Especiais_Inteligencia_Artificial CC 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;;77 Logica_e_Tecnica_de_Programacao EA 3 LEANDRO S-40 O-40 ;
18h20;62 Desenvolvimento_de_Sistemas_para_WEB SI 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-20 ;;51 Programacao_II SI 4 BRUNO_VILELA_OLIVEIRA S-40 O-30 ;;58 Metodos_de_Otimizacao SI 6 GERALDO_REGIS_MAURI S-40 O-20 ;
19h10;62 Desenvolvimento_de_Sistemas_para_WEB SI 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-20 ;;51 Programacao_II SI 4 BRUNO_VILELA_OLIVEIRA S-40 O-30 ;;58 Metodos_de_Otimizacao SI 6 GERALDO_REGIS_MAURI S-40 O-20 ;
20h00;;39 Fundamentos_de_Programacao_Web SI 2 BRUNO_VILELA_OLIVEIRA S-40 O-40 ;;56 Gerenciamento_de_Banco_de_Dados SI 6 LEANDRO S-40 O-20 ;68 Seguranca_em_Redes SI 8 HELDER_DE_AMORIM_MENDES S-40 O-20 ;
21h00;;39 Fundamentos_de_Programacao_Web SI 2 BRUNO_VILELA_OLIVEIRA S-40 O-40 ;;56 Gerenciamento_de_Banco_de_Dados SI 6 LEANDRO S-40 O-20 ;68 Seguranca_em_Redes SI 8 HELDER_DE_AMORIM_MENDES S-40 O-20 ;
21h50;;;;;;
