;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;;;;;
09h00;;;;;;
10h00;;;;;;
11h00;;;;;;
13h30;;;;;;
14h30;;;;;;
15h30;;;;;;
16h30;;;;;;
18h20;44 Computabilidade_e_Complexidade SI 3 JULIANA_PINHEIRO_CAMPOS S-65 O-40 ;78 Algoritmos_Numericos MA 5 THIAGO_MEIRELES_PAIXAO S-65 O-15 ;61 Sistemas_Distribuidos SI 7 HELDER_DE_AMORIM_MENDES S-65 O-20 ;;47 Engenharia_de_Software SI 3 BRUNO_VILELA_OLIVEIRA S-65 O-30 ;
19h10;44 Computabilidade_e_Complexidade SI 3 JULIANA_PINHEIRO_CAMPOS S-65 O-40 ;78 Algoritmos_Numericos MA 5 THIAGO_MEIRELES_PAIXAO S-65 O-15 ;61 Sistemas_Distribuidos SI 7 HELDER_DE_AMORIM_MENDES S-65 O-20 ;;47 Engenharia_de_Software SI 3 BRUNO_VILELA_OLIVEIRA S-65 O-30 ;
20h00;;;74 Estagio_em_Informatica SI 9 LARICE_NOGUEIRA_DE_ANDRADE S-65 O-10 ;;;
21h00;;;74 Estagio_em_Informatica SI 9 LARICE_NOGUEIRA_DE_ANDRADE S-65 O-10 ;;;
21h50;;;;;;
