;SEG;TER;QUA;QUI;SEX;
07h00;;;;71 Informatica EF 1 ROMULO S-40 O-40 ;;
08h00;;;;71 Informatica EF 1 ROMULO S-40 O-40 ;;
09h00;;;;71 Informatica EF 1 ROMULO S-40 O-40 ;;
10h00;;;3 Estrutura_de_Dados_I CC 2 MARCELO S-40 O-40 ;;15 Otimizacao_Linear CC 4 GERALDO_REGIS_MAURI S-40 O-30 ;
11h00;;;3 Estrutura_de_Dados_I CC 2 MARCELO S-40 O-40 ;;15 Otimizacao_Linear CC 4 GERALDO_REGIS_MAURI S-40 O-30 ;
13h30;;79 Logica_e_Tecnica_de_Programacao GE 7 LEANDRO S-40 O-40 ;;;;
14h30;;79 Logica_e_Tecnica_de_Programacao GE 7 LEANDRO S-40 O-40 ;;;;
15h30;33 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;;36 Topicos_Especiais_Otimizacao CC 8 DAYAN S-40 O-30 ;;;
16h30;33 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;;36 Topicos_Especiais_Otimizacao CC 8 DAYAN S-40 O-30 ;;;
18h20;;54 Gerencia_de_Projeto_de_Software SI 6 ANDRE S-40 O-20 ;51 Programacao_II SI 4 BRUNO_VILELA_OLIVEIRA S-40 O-30 ;59 Metodos_de_Otimizacao SI 6 GERALDO_REGIS_MAURI S-40 O-20 ;74 Programacao_I SI 1 ROMULO S-40 O-30 ;
19h10;;54 Gerencia_de_Projeto_de_Software SI 6 ANDRE S-40 O-20 ;51 Programacao_II SI 4 BRUNO_VILELA_OLIVEIRA S-40 O-30 ;59 Metodos_de_Otimizacao SI 6 GERALDO_REGIS_MAURI S-40 O-20 ;74 Programacao_I SI 1 ROMULO S-40 O-30 ;
20h00;56 Gerenciamento_de_Banco_de_Dados SI 6 LEANDRO S-40 O-20 ;47 Engenharia_de_Requisitos_de_Software SI 4 ANDRE S-40 O-40 ;;38 Fundamentos_de_Programacao_Web SI 2 BRUNO_VILELA_OLIVEIRA S-40 O-40 ;;
21h00;56 Gerenciamento_de_Banco_de_Dados SI 6 LEANDRO S-40 O-20 ;47 Engenharia_de_Requisitos_de_Software SI 4 ANDRE S-40 O-40 ;;38 Fundamentos_de_Programacao_Web SI 2 BRUNO_VILELA_OLIVEIRA S-40 O-40 ;;
21h50;;;;;;
