;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;;;;;
09h00;;;;;;
10h00;;;;;;
11h00;;;;;;
13h30;;;;;;
14h30;;;;;;
15h30;;;;;;
16h30;;;;;;
18h20;COM10131 Otimizacao_Linear RN-5 GERALDO_REGIS_MAURI Vg-20 ;COM10132 Sistemas_Operacionais PN-1 JACSON_RODRIGUES_CORREIA_DA_SILVA Vg-20 ;COM10508 Projeto_de_Sistemas_de_Software PN-1 CLAYTON_VIEIRA_FRAGA_FILHO Vg-30 ;COM10508 Projeto_de_Sistemas_de_Software CC-3 CLAYTON_VIEIRA_FRAGA_FILHO Vg-30 ;COM10132 Sistemas_Operacionais RN-5 JACSON_RODRIGUES_CORREIA_DA_SILVA Vg-20 ;
19h10;COM10131 Otimizacao_Linear RN-5 GERALDO_REGIS_MAURI Vg-20 ;COM10132 Sistemas_Operacionais PN-1 JACSON_RODRIGUES_CORREIA_DA_SILVA Vg-20 ;COM10508 Projeto_de_Sistemas_de_Software PN-1 CLAYTON_VIEIRA_FRAGA_FILHO Vg-30 ;COM10508 Projeto_de_Sistemas_de_Software CC-3 CLAYTON_VIEIRA_FRAGA_FILHO Vg-30 ;COM10132 Sistemas_Operacionais RN-5 JACSON_RODRIGUES_CORREIA_DA_SILVA Vg-20 ;
20h00;;COM10507 Interface_Humano-Computador PN-1 SIMONE_DORNELAS_COSTA Vg-20 ;COM10131 Otimizacao_Linear PC-0 GERALDO_REGIS_MAURI Vg-20 ;COM10507 Interface_Humano-Computador CC-3 SIMONE_DORNELAS_COSTA Vg-20 ;;
21h00;;COM10507 Interface_Humano-Computador PN-1 SIMONE_DORNELAS_COSTA Vg-20 ;COM10131 Otimizacao_Linear PC-0 GERALDO_REGIS_MAURI Vg-20 ;COM10507 Interface_Humano-Computador CC-3 SIMONE_DORNELAS_COSTA Vg-20 ;;
21h50;;;;;;
