;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;;19 Teoria_Grafos CC 4 EDMAR_HELL_KAMPKE S-55 O-30 ;;;
09h00;;;19 Teoria_Grafos CC 4 EDMAR_HELL_KAMPKE S-55 O-30 ;;;
10h00;;;;20 Teoria_Grafos CC 4 EDMAR_HELL_KAMPKE S-55 O-30 ;22 Analise_Proj_Algoritmos CC 6 RODRIGO_FREITAS_SILVA S-55 O-30 ;
11h00;;;;20 Teoria_Grafos CC 4 EDMAR_HELL_KAMPKE S-55 O-30 ;22 Analise_Proj_Algoritmos CC 6 RODRIGO_FREITAS_SILVA S-55 O-30 ;
13h30;;17 Sistemas_Operacionais CC 4 FABRICIO S-55 O-20 ;;;;
14h30;;17 Sistemas_Operacionais CC 4 FABRICIO S-55 O-20 ;;;;
15h30;4 Informatica_e_Sociedade CC 2 LARICE_NOGUEIRA_DE_ANDRADE S-55 O-30 ;;1 circuitos_Digitais CC 2 ROMULO S-55 O-30 ;;;
16h30;4 Informatica_e_Sociedade CC 2 LARICE_NOGUEIRA_DE_ANDRADE S-55 O-30 ;;1 circuitos_Digitais CC 2 ROMULO S-55 O-30 ;;;
18h20;;41 Matematica_Discreta SI 2 EDMAR_HELL_KAMPKE S-55 O-40 ;57 Metodologia_de_Pesquisa_em_Informatica SI 6 LARICE_NOGUEIRA_DE_ANDRADE S-55 O-40 ;89 Empreendedorismo SI 8 Wendel S-55 O-40 ;;
19h10;;41 Matematica_Discreta SI 2 EDMAR_HELL_KAMPKE S-55 O-40 ;57 Metodologia_de_Pesquisa_em_Informatica SI 6 LARICE_NOGUEIRA_DE_ANDRADE S-55 O-40 ;89 Empreendedorismo SI 8 Wendel S-55 O-40 ;;
20h00;;;;42 Teoria_Geral_Sistemas SI 2 SIMONE_DORNELAS_COSTA S-55 O-40 ;44 Arquitetura_de_Computadores SI 4 VALERIA_ALVES_DA_SILVA S-55 O-50 ;
21h00;;;;42 Teoria_Geral_Sistemas SI 2 SIMONE_DORNELAS_COSTA S-55 O-40 ;44 Arquitetura_de_Computadores SI 4 VALERIA_ALVES_DA_SILVA S-55 O-50 ;
21h50;;;;;;
