;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;;;;;
09h00;;;;;;
10h00;3 Estrutura_de_Dados_I CC 2 MARCELO S-40 O-40 ;;;;2 Estrutura_de_Dados_I CC 2 MARCELO S-40 O-40 ;
11h00;3 Estrutura_de_Dados_I CC 2 MARCELO S-40 O-40 ;;;;2 Estrutura_de_Dados_I CC 2 MARCELO S-40 O-40 ;
13h30;15 Otimizacao_Linear CC 4 GERALDO_REGIS_MAURI S-40 O-30 ;36 Topicos_Especiais_Otimizacao CC 8 DAYAN S-40 O-30 ;16 Otimizacao_Linear CC 4 GERALDO_REGIS_MAURI S-40 O-30 ;12 Engenharia_de_Software CC 4 ANDRE S-40 O-30 ;33 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;
14h30;15 Otimizacao_Linear CC 4 GERALDO_REGIS_MAURI S-40 O-30 ;36 Topicos_Especiais_Otimizacao CC 8 DAYAN S-40 O-30 ;16 Otimizacao_Linear CC 4 GERALDO_REGIS_MAURI S-40 O-30 ;12 Engenharia_de_Software CC 4 ANDRE S-40 O-30 ;33 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;
15h30;76 Logica_e_Tecnica_de_Programacao EA 3 LEANDRO S-40 O-40 ;;;;;
16h30;76 Logica_e_Tecnica_de_Programacao EA 3 LEANDRO S-40 O-40 ;;;;;
18h20;65 Gerenciamento_Administracao_Redes SI 8 HELDER_DE_AMORIM_MENDES S-40 O-20 ;;50 Programacao_II SI 4 BRUNO_VILELA_OLIVEIRA S-40 O-30 ;;72 Programacao_I MA 1 ROMULO S-40 O-28 ;
19h10;65 Gerenciamento_Administracao_Redes SI 8 HELDER_DE_AMORIM_MENDES S-40 O-20 ;;50 Programacao_II SI 4 BRUNO_VILELA_OLIVEIRA S-40 O-30 ;;72 Programacao_I MA 1 ROMULO S-40 O-28 ;
20h00;68 Seguranca_em_Redes SI 8 HELDER_DE_AMORIM_MENDES S-40 O-20 ;;55 Gerenciamento_de_Banco_de_Dados SI 6 LEANDRO S-40 O-20 ;;61 Redes_de_Computadores SI 6 RODRIGO_FREITAS_SILVA S-40 O-20 ;
21h00;68 Seguranca_em_Redes SI 8 HELDER_DE_AMORIM_MENDES S-40 O-20 ;;55 Gerenciamento_de_Banco_de_Dados SI 6 LEANDRO S-40 O-20 ;;61 Redes_de_Computadores SI 6 RODRIGO_FREITAS_SILVA S-40 O-20 ;
21h50;;;;;;
