;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;;;;;
09h00;;;;;;
10h00;;;;;;
11h00;;;;;;
13h30;;;;;;
14h30;;;;;;
15h30;;;;;;
16h30;;;;;;
18h20;44 Computabilidade_e_Complexidade SI 3 JULIANA_PINHEIRO_CAMPOS S-65 O-40 ;58 Interface_Humano-Computador SI 5 SIMONE_DORNELAS_COSTA S-65 O-20 ;79 Algoritmos_Numericos MA 5 THIAGO_MEIRELES_PAIXAO S-65 O-15 ;69 Sistemas_de_Sofware_Livre SI 9 JACSON_RODRIGUES_CORREIA_DA_SILVA S-65 O-20 ;55 Sistemas_Operacionais SI 5 JACSON_RODRIGUES_CORREIA_DA_SILVA S-65 O-20 ;
19h10;44 Computabilidade_e_Complexidade SI 3 JULIANA_PINHEIRO_CAMPOS S-65 O-40 ;58 Interface_Humano-Computador SI 5 SIMONE_DORNELAS_COSTA S-65 O-20 ;79 Algoritmos_Numericos MA 5 THIAGO_MEIRELES_PAIXAO S-65 O-15 ;69 Sistemas_de_Sofware_Livre SI 9 JACSON_RODRIGUES_CORREIA_DA_SILVA S-65 O-20 ;55 Sistemas_Operacionais SI 5 JACSON_RODRIGUES_CORREIA_DA_SILVA S-65 O-20 ;
20h00;56 Projeto_de_Sistemas_de_Software SI 5 CLAYTON_VIEIRA_FRAGA_FILHO S-65 O-30 ;;63 Comercio_Eletronico SI 7 SIMONE_DORNELAS_COSTA S-65 O-20 ;;;
21h00;56 Projeto_de_Sistemas_de_Software SI 5 CLAYTON_VIEIRA_FRAGA_FILHO S-65 O-30 ;;63 Comercio_Eletronico SI 7 SIMONE_DORNELAS_COSTA S-65 O-20 ;;;
21h50;;;;;;
