;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;;;;;
09h00;;;;;;
10h00;;;;;;
11h00;;;;;;
13h30;;;;;;
14h30;;;;;;
15h30;;;;;;
16h30;;;;;;
18h20;56 Projeto_de_Sistemas_de_Software SI 5 CLAYTON_VIEIRA_FRAGA_FILHO S-70 O-30 ;69 Sistemas_de_Sofware_Livre SI 9 JACSON_RODRIGUES_CORREIA_DA_SILVA S-70 O-20 ;112 Libras SI 9 ALINE_DE_MENEZES S-70 O-20 ;45 Computabilidade_e_Complexidade SI 3 JULIANA_PINHEIRO_CAMPOS S-70 O-40 ;113 Libras SI 9 ALINE_DE_MENEZES S-70 O-20 ;
19h10;56 Projeto_de_Sistemas_de_Software SI 5 CLAYTON_VIEIRA_FRAGA_FILHO S-70 O-30 ;69 Sistemas_de_Sofware_Livre SI 9 JACSON_RODRIGUES_CORREIA_DA_SILVA S-70 O-20 ;112 Libras SI 9 ALINE_DE_MENEZES S-70 O-20 ;45 Computabilidade_e_Complexidade SI 3 JULIANA_PINHEIRO_CAMPOS S-70 O-40 ;113 Libras SI 9 ALINE_DE_MENEZES S-70 O-20 ;
20h00;;55 Sistemas_Operacionais SI 5 JACSON_RODRIGUES_CORREIA_DA_SILVA S-70 O-20 ;37 Introducao_aos_Sistemas_de_Informacao SI 1 SI 1 EDMAR_HELL_KAMPKE S-70 O-70 ;79 Algoritmos_Numericos MA 5 THIAGO_MEIRELES_PAIXAO S-70 O-15 ;48 Sistema_de_Apoio_a_Decisao SI 3 SIMONE_DORNELAS_COSTA S-70 O-40 ;
21h00;;55 Sistemas_Operacionais SI 5 JACSON_RODRIGUES_CORREIA_DA_SILVA S-70 O-20 ;37 Introducao_aos_Sistemas_de_Informacao SI 1 SI 1 EDMAR_HELL_KAMPKE S-70 O-70 ;79 Algoritmos_Numericos MA 5 THIAGO_MEIRELES_PAIXAO S-70 O-15 ;48 Sistema_de_Apoio_a_Decisao SI 3 SIMONE_DORNELAS_COSTA S-70 O-40 ;
21h50;;;;;;
