;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;;;;;
09h00;;;;;;
10h00;;;;;;
11h00;;;;;;
13h30;;;;;;
14h30;;;;;;
15h30;;;;;;
16h30;;;;;;
18h20;;COM10616 Sistemas_Distribuidos PN-12 HELDER_DE_AMORIM_MENDES Vg-20 ;COM10616 Sistemas_Distribuidos PN-1 HELDER_DE_AMORIM_MENDES Vg-20 ;CFM10426 ADM_e_Economia PN-1 Clovis Vg-40 ;ENG11007 Seguranca_e_Auditoria_de_Sistemas PN-12 SIMONE_DORNELAS_COSTA Vg-20 ;
19h10;;COM10616 Sistemas_Distribuidos PN-12 HELDER_DE_AMORIM_MENDES Vg-20 ;COM10616 Sistemas_Distribuidos PN-1 HELDER_DE_AMORIM_MENDES Vg-20 ;CFM10426 ADM_e_Economia PN-1 Clovis Vg-40 ;ENG11007 Seguranca_e_Auditoria_de_Sistemas PN-12 SIMONE_DORNELAS_COSTA Vg-20 ;
20h00;COM06996 Informatica_e_Sociedade PC-0 LARICE_NOGUEIRA_DE_ANDRADE Vg-30 ;COM10399 Processamento_Digital_de_Imagens CC-2 THIAGO_MEIRELES_PAIXAO Vg-20 ;ENG11006 Comercio_Eletronico PN-1 SIMONE_DORNELAS_COSTA Vg-20 ;CFM10426 ADM_e_Economia PN-1 Clovis Vg-40 ;;
21h00;COM06996 Informatica_e_Sociedade PC-0 LARICE_NOGUEIRA_DE_ANDRADE Vg-30 ;COM10399 Processamento_Digital_de_Imagens CC-2 THIAGO_MEIRELES_PAIXAO Vg-20 ;ENG11006 Comercio_Eletronico PN-1 SIMONE_DORNELAS_COSTA Vg-20 ;CFM10426 ADM_e_Economia PN-1 Clovis Vg-40 ;;
21h50;COM10399 Processamento_Digital_de_Imagens CC-3 THIAGO_MEIRELES_PAIXAO Vg-20 ;COM10399 Processamento_Digital_de_Imagens CC-2 THIAGO_MEIRELES_PAIXAO Vg-20 ;;;;
