;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;;;;;
09h00;;;;;;
10h00;;;;;;
11h00;;;;;;
13h30;;;;;;
14h30;;;;;;
15h30;;;;;;
16h30;;;;;;
18h20;COM06847 Introducao_a_informatica CC-2 LARICE_NOGUEIRA_DE_ANDRADE Vg-30 ;COM06842 Programacao_I CC-2 THIAGO_MEIRELES_PAIXAO Vg-30 ;COM06847 Introducao_a_informatica CC-2 LARICE_NOGUEIRA_DE_ANDRADE Vg-30 ;COM06842 Programacao_I CC-2 THIAGO_MEIRELES_PAIXAO Vg-30 ;COM06853 Logica_Computacional PC-0 JACSON_RODRIGUES_CORREIA_DA_SILVA Vg-70 ;
19h10;COM06847 Introducao_a_informatica CC-2 LARICE_NOGUEIRA_DE_ANDRADE Vg-30 ;COM06842 Programacao_I CC-2 THIAGO_MEIRELES_PAIXAO Vg-30 ;COM06847 Introducao_a_informatica CC-2 LARICE_NOGUEIRA_DE_ANDRADE Vg-30 ;COM06842 Programacao_I CC-2 THIAGO_MEIRELES_PAIXAO Vg-30 ;COM06853 Logica_Computacional PC-0 JACSON_RODRIGUES_CORREIA_DA_SILVA Vg-70 ;
20h00;;;COM06852 Introducao_aos_Sistemas_de_Informacao PC-0 EDMAR_HELL_KAMPKE Vg-70 ;;;
21h00;;;COM06852 Introducao_aos_Sistemas_de_Informacao PC-0 EDMAR_HELL_KAMPKE Vg-70 ;;;
21h50;;;;;;
