;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;;1 Programacao_I CC 1 EQ 1 THIAGO_MEIRELES_PAIXAO S-40 O-37 ;;;
09h00;;;1 Programacao_I CC 1 EQ 1 THIAGO_MEIRELES_PAIXAO S-40 O-37 ;;;
10h00;;0 Programacao_I CC 1 EQ 1 THIAGO_MEIRELES_PAIXAO S-40 O-37 ;;;;
11h00;;0 Programacao_I CC 1 EQ 1 THIAGO_MEIRELES_PAIXAO S-40 O-37 ;;;;
13h30;82 Programacao_I CC 1 EDMAR_HELL_KAMPKE S-40 O-30 ;83 Programacao_I CC 1 EDMAR_HELL_KAMPKE S-40 O-30 ;;;34 Gerenciamento_de_Banco_de_Dados CC 7 ANTONIO_ALMEIDA_DE_BARROS_JUNIOR S-40 O-20 ;
14h30;82 Programacao_I CC 1 EDMAR_HELL_KAMPKE S-40 O-30 ;83 Programacao_I CC 1 EDMAR_HELL_KAMPKE S-40 O-30 ;;;34 Gerenciamento_de_Banco_de_Dados CC 7 ANTONIO_ALMEIDA_DE_BARROS_JUNIOR S-40 O-20 ;
15h30;;;;;;
16h30;;;;;;
18h20;90 Introducao_a_informatica MA 1 BRUNO_VILELA_OLIVEIRA S-40 O-35 ;57 Projeto_de_Sistemas_de_Software SI 5 CLAYTON_VIEIRA_FRAGA_FILHO S-40 O-30 ;;88 Introducao_a_informatica MA 1 VALERIA_ALVES_DA_SILVA S-40 O-35 ;84 Programacao_I SI 1 THIAGO_MEIRELES_PAIXAO S-40 O-30 ;
19h10;90 Introducao_a_informatica MA 1 BRUNO_VILELA_OLIVEIRA S-40 O-35 ;57 Projeto_de_Sistemas_de_Software SI 5 CLAYTON_VIEIRA_FRAGA_FILHO S-40 O-30 ;;88 Introducao_a_informatica MA 1 VALERIA_ALVES_DA_SILVA S-40 O-35 ;84 Programacao_I SI 1 THIAGO_MEIRELES_PAIXAO S-40 O-30 ;
20h00;;;;50 Banco_de_Dados SI 5 ANTONIO_ALMEIDA_DE_BARROS_JUNIOR S-40 O-30 ;;
21h00;;;;50 Banco_de_Dados SI 5 ANTONIO_ALMEIDA_DE_BARROS_JUNIOR S-40 O-30 ;;
21h50;;;;;;
