;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;;12 Engenharia_de_Software CC 4 ANDRE S-40 O-30 ;;;
09h00;;;12 Engenharia_de_Software CC 4 ANDRE S-40 O-30 ;;;
10h00;24 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;;;;;
11h00;24 Computacao_Grafica CC 6 FABRICIO S-40 O-30 ;;;;;
13h30;;;;78 Logica_e_Tecnica_de_Programacao GE 7 LEANDRO S-40 O-40 ;;
14h30;;;;78 Logica_e_Tecnica_de_Programacao GE 7 LEANDRO S-40 O-40 ;;
15h30;;;;32 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;34 Topicos_Especiais_Inteligencia_Artificial CC 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;
16h30;;;;32 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;34 Topicos_Especiais_Inteligencia_Artificial CC 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;
18h20;46 Engenharia_de_Requisitos_de_Software SI 4 ANDRE S-40 O-40 ;67 Gestao_Qualidade_de_Software SI 8 ANDRE S-40 O-20 ;73 Programacao_I MA 1 ROMULO S-40 O-28 ;54 Gerencia_de_Projeto_de_Software SI 6 ANDRE S-40 O-20 ;51 Programacao_II SI 4 BRUNO_VILELA_OLIVEIRA S-40 O-30 ;
19h10;46 Engenharia_de_Requisitos_de_Software SI 4 ANDRE S-40 O-40 ;67 Gestao_Qualidade_de_Software SI 8 ANDRE S-40 O-20 ;73 Programacao_I MA 1 ROMULO S-40 O-28 ;54 Gerencia_de_Projeto_de_Software SI 6 ANDRE S-40 O-20 ;51 Programacao_II SI 4 BRUNO_VILELA_OLIVEIRA S-40 O-30 ;
20h00;;;39 Fundamentos_de_Programacao_Web SI 2 BRUNO_VILELA_OLIVEIRA S-40 O-40 ;62 Desenvolvimento_de_Sistemas_para_WEB SI 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-20 ;63 Desenvolvimento_de_Sistemas_para_WEB SI 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-20 ;
21h00;;;39 Fundamentos_de_Programacao_Web SI 2 BRUNO_VILELA_OLIVEIRA S-40 O-40 ;62 Desenvolvimento_de_Sistemas_para_WEB SI 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-20 ;63 Desenvolvimento_de_Sistemas_para_WEB SI 8 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-20 ;
21h50;;;;;;
