;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;;;;;
09h00;;;;;;
10h00;;;;;;
11h00;;;;;;
13h30;COM11014 Gerenciamento_de_Banco_de_Dados;COM11014 Gerenciamento_de_Banco_de_Dados;;;;
14h30;COM11014 Gerenciamento_de_Banco_de_Dados;COM11014 Gerenciamento_de_Banco_de_Dados;;;;
15h30;;;;;;
16h30;;;;;;
18h20;COM10129 Banco_de_Dados;COM10129 Banco_de_Dados;;;;
19h10;COM10129 Banco_de_Dados;COM10129 Banco_de_Dados;;;;
20h00;;;;;;
21h00;;;;;;
21h50;;;;;;
