;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;15 Otimizacao_Linear CC 4 GERALDO_REGIS_MAURI S-40 O-30 ;;;;
09h00;;15 Otimizacao_Linear CC 4 GERALDO_REGIS_MAURI S-40 O-30 ;;;;
10h00;9 Banco_de_Dados CC 4 LEANDRO S-40 O-30 ;;;;;
11h00;9 Banco_de_Dados CC 4 LEANDRO S-40 O-30 ;;;;;
13h30;16 Otimizacao_Linear CC 4 GERALDO_REGIS_MAURI S-40 O-30 ;28 Projeto_de_Sistemas_de_Software CC 6 ANDRE S-40 O-30 ;31 Sistemas_Distribuidos CC 6 FABRICIO S-40 O-20 ;;36 Topicos_Especiais_Otimizacao CC 8 DAYAN S-40 O-30 ;
14h30;16 Otimizacao_Linear CC 4 GERALDO_REGIS_MAURI S-40 O-30 ;28 Projeto_de_Sistemas_de_Software CC 6 ANDRE S-40 O-30 ;31 Sistemas_Distribuidos CC 6 FABRICIO S-40 O-20 ;;36 Topicos_Especiais_Otimizacao CC 8 DAYAN S-40 O-30 ;
15h30;;32 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;;;;
16h30;;32 Topicos_Especiais_Programacao CC 6 JACSON_RODRIGUES_CORREIA_DA_SILVA S-40 O-30 ;;;;
18h20;59 Metodos_de_Otimizacao SI 6 GERALDO_REGIS_MAURI S-40 O-20 ;53 Gerencia_de_Projeto_de_Software SI 6 ANDRE S-40 O-20 ;58 Metodos_de_Otimizacao SI 6 GERALDO_REGIS_MAURI S-40 O-20 ;73 Programacao_I MA 1 ROMULO S-40 O-28 ;66 Gestao_Qualidade_de_Software SI 8 ANDRE S-40 O-20 ;
19h10;59 Metodos_de_Otimizacao SI 6 GERALDO_REGIS_MAURI S-40 O-20 ;53 Gerencia_de_Projeto_de_Software SI 6 ANDRE S-40 O-20 ;58 Metodos_de_Otimizacao SI 6 GERALDO_REGIS_MAURI S-40 O-20 ;73 Programacao_I MA 1 ROMULO S-40 O-28 ;66 Gestao_Qualidade_de_Software SI 8 ANDRE S-40 O-20 ;
20h00;;;;;;
21h00;;;;;;
21h50;;;;;;
