;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;;;;;
09h00;;;;;;
10h00;;;;;;
11h00;;;;;;
13h30;;;;;;
14h30;;;;;;
15h30;;;;;26 Interface_Humano-Computador CC 6 SIMONE_DORNELAS_COSTA S-20 O-20 ;
16h30;;;;;26 Interface_Humano-Computador CC 6 SIMONE_DORNELAS_COSTA S-20 O-20 ;
18h20;;;;54 Gerencia_de_Projeto_de_Software SI 6 ANDRE S-20 O-20 ;;
19h10;;;;54 Gerencia_de_Projeto_de_Software SI 6 ANDRE S-20 O-20 ;;
20h00;;56 Gerenciamento_de_Banco_de_Dados SI 6 LEANDRO S-20 O-20 ;;;61 Redes_de_Computadores SI 6 RODRIGO_FREITAS_SILVA S-20 O-20 ;
21h00;;56 Gerenciamento_de_Banco_de_Dados SI 6 LEANDRO S-20 O-20 ;;;61 Redes_de_Computadores SI 6 RODRIGO_FREITAS_SILVA S-20 O-20 ;
21h50;;;;;;
